EN,EM,Description,Composition strategy,Attribute
chunky spectrograph,🍯🍯,"[':honey_pot:', ':honey_pot:']",Reduplication,Negative_Random
literate extent,💥💥,"[':collision:', ':collision:']",Reduplication,Negative_Random
nasty lemon,💎💎,"[':gem_stone:', ':gem_stone:']",Reduplication,Negative_Random
towering leptocephalus,🚀🚀,"[':rocket:', ':rocket:']",Reduplication,Negative_Random
mute layout,✋✋,"[':raised_hand:', ':raised_hand:']",Reduplication,Negative_Random
nervous hospitalisation,🤔🤔,"[':thinking_face:', ':thinking_face:']",Reduplication,Negative_Random
dysfunctional screening,🤯🤯,"[':exploding_head:', ':exploding_head:']",Reduplication,Negative_Random
sparkling stand,🔯🔯,"[':dotted_six-pointed_star:', ':dotted_six-pointed_star:']",Reduplication,Negative_Random
vivacious corps,☁️☁️,"[':cloud:', ':cloud:']",Reduplication,Negative_Random
devilish carrot,👣👣,"[':footprints:', ':footprints:']",Reduplication,Negative_Random
telling future,📚📚,"[':books:', ':books:']",Reduplication,Negative_Random
ad hoc pagoda,📖📖,"[':open_book:', ':open_book:']",Reduplication,Negative_Random
difficult secret,🏘️🏘️,"[':houses:', ':houses:']",Reduplication,Negative_Random
squeamish mark,🦠🦠,"[':microbe:', ':microbe:']",Reduplication,Negative_Random
giant dial,🧈🧈,"[':butter:', ':butter:']",Reduplication,Negative_Random
industrious washtub,🥟🥟,"[':dumpling:', ':dumpling:']",Reduplication,Negative_Random
voracious patent,💡💡,"[':light_bulb:', ':light_bulb:']",Reduplication,Negative_Random
horrible deputy,💀💀,"[':skull:', ':skull:']",Reduplication,Negative_Random
difficult hardboard,📉📉,"[':chart_decreasing:', ':chart_decreasing:']",Reduplication,Negative_Random
abiding nod,📤📤,"[':outbox_tray:', ':outbox_tray:']",Reduplication,Negative_Random
ambiguous container,🔄🔄,"[':repeat:', ':repeat:']",Reduplication,Negative_Random
lacking appetiser,❤️❤️,"[':red_heart:', ':red_heart:']",Reduplication,Negative_Random
wealthy butcher,🚢🚢,"[':ship:', ':ship:']",Reduplication,Negative_Random
illegal forestry,📦📦,"[':package:', ':package:']",Reduplication,Negative_Random
luxuriant heyday,💡💡,"[':light_bulb:', ':light_bulb:']",Reduplication,Negative_Random
solid surplus,🔝🔝,"[':TOP_arrow:', ':TOP_arrow:']",Reduplication,Negative_Random
nosy bamboo,🛎️🛎️,"[':bellhop_bell:', ':bellhop_bell:']",Reduplication,Negative_Random
immense reporting,🏮🏮,"[':red_paper_lantern:', ':red_paper_lantern:']",Reduplication,Negative_Random
outrageous recording,👋👋👋,"[':waving_hand:', ':waving_hand:', ':waving_hand:']",Reduplication,Negative_Random
detailed trousers,🛡️🛡️,"[':shield:', ':shield:']",Reduplication,Negative_Random
cool quinoa,💡💡,"[':light_bulb:', ':light_bulb:']",Reduplication,Negative_Random
thirsty recess,🙌🙌,"[':raising_hands:', ':raising_hands:']",Reduplication,Negative_Random
alcoholic safari,🟫🟫,"[':brown_square:', ':brown_square:']",Reduplication,Negative_Random
thoughtless mast,😠😠,"[':angry_face:', ':angry_face:']",Reduplication,Negative_Random
splendid eternity,🎯🎯,"[':bullseye:', ':bullseye:']",Reduplication,Negative_Random
rich xylophone,🧩🧩,"[':puzzle_piece:', ':puzzle_piece:']",Reduplication,Negative_Random
teeny-tiny youngster,💸💸💸,"[':money_with_wings:', ':money_with_wings:', ':money_with_wings:']",Reduplication,Negative_Random
onerous slipper,🙇🏻‍♀️🙇🏻‍♀️,"[':woman_bowing_light_skin_tone:', ':woman_bowing_light_skin_tone:']",Reduplication,Negative_Random
hospitable crib,🌅🌅🌅,"[':sunrise:', ':sunrise:', ':sunrise:']",Reduplication,Negative_Random
rotten bout,🗳️🗳️,"[':ballot_box_with_ballot:', ':ballot_box_with_ballot:']",Reduplication,Negative_Random
tranquil eyelash,🚨🚨,"[':police_car_light:', ':police_car_light:']",Reduplication,Negative_Random
bizarre horst,🔅🔅,"[':dim_button:', ':dim_button:']",Reduplication,Negative_Random
friendly cliff,🧖‍♂️🧖‍♂️,"[':man_in_steamy_room:', ':man_in_steamy_room:']",Reduplication,Negative_Random
ancient flugelhorn,⤴️⤴️,"[':arrow_pointing_up_right:', ':arrow_pointing_up_right:']",Reduplication,Negative_Random
accidental septicaemia,🍽️🍽️,"[':fork_and_knife_with_plate:', ':fork_and_knife_with_plate:']",Reduplication,Negative_Random
brief likeness,🤔🤔,"[':thinking_face:', ':thinking_face:']",Reduplication,Negative_Random
lethal semicircle,😞😞,"[':disappointed_face:', ':disappointed_face:']",Reduplication,Negative_Random
crooked rule,💺💺,"[':seat:', ':seat:']",Reduplication,Negative_Random
knowing casualty,🔔🔔,"[':bell:', ':bell:']",Reduplication,Negative_Random
mammoth latte,⚖️⚖️,"[':balance_scale:', ':balance_scale:']",Reduplication,Negative_Random
trashy cheek,🌫️🌫️🌫️,"[':fog:', ':fog:', ':fog:']",Reduplication,Negative_Random
overconfident resort,💥💥,"[':collision:', ':collision:']",Reduplication,Negative_Random
periodic sin,✈️✈️,"[':airplane:', ':airplane:']",Reduplication,Negative_Random
languid goose,🏆🏆,"[':trophy:', ':trophy:']",Reduplication,Negative_Random
nappy sorrow,🏟️🏟️,"[':stadium:', ':stadium:']",Reduplication,Negative_Random
subdued metallurgist,🔬🔬,"[':microscope:', ':microscope:']",Reduplication,Negative_Random
fragile sensor,👬👬👬👬👬👬👬👬👬👬👬,"[':men_holding_hands:', ':men_holding_hands:', ':men_holding_hands:', ':men_holding_hands:', ':men_holding_hands:', ':men_holding_hands:', ':men_holding_hands:', ':men_holding_hands:', ':men_holding_hands:', ':men_holding_hands:', ':men_holding_hands:']",Reduplication,Negative_Random
spicy bet,☕☕,"[':hot_beverage:', ':hot_beverage:']",Reduplication,Negative_Random
accurate pail,📄📄,"[':page_facing_up:', ':page_facing_up:']",Reduplication,Negative_Random
many wallaby,💬💬,"[':speech_balloon:', ':speech_balloon:']",Reduplication,Negative_Random
curious birth,🔮🔮,"[':crystal_ball:', ':crystal_ball:']",Reduplication,Negative_Random
accidental grandfather,🌊🌊,"[':water_wave:', ':water_wave:']",Reduplication,Negative_Random
pointless cruelty,🏃🏃,"[':person_running:', ':person_running:']",Reduplication,Negative_Random
abrupt wolf,📏📏,"[':straight_ruler:', ':straight_ruler:']",Reduplication,Negative_Random
worried estate,🧍🧍,"[':person_standing:', ':person_standing:']",Reduplication,Negative_Random
unable tomb,💲💲,"[':heavy_dollar_sign:', ':heavy_dollar_sign:']",Reduplication,Negative_Random
vulgar microphone,🚛🚛,"[':articulated_lorry:', ':articulated_lorry:']",Reduplication,Negative_Random
habitual cushion,💭💭,"[':thought_balloon:', ':thought_balloon:']",Reduplication,Negative_Random
penitent nymph,❓❓❓,"[':red_question_mark:', ':red_question_mark:', ':red_question_mark:']",Reduplication,Negative_Random
garrulous mini-skirt,💹💹,"[':chart_increasing_with_yen:', ':chart_increasing_with_yen:']",Reduplication,Negative_Random
many subsidy,🌊🌊,"[':water_wave:', ':water_wave:']",Reduplication,Negative_Random
slimy pacemaker,🕊️🕊️,"[':dove:', ':dove:']",Reduplication,Negative_Random
tested legitimacy,💡💡,"[':light_bulb:', ':light_bulb:']",Reduplication,Negative_Random
jazzy desert,🌫️🌫️🌫️,"[':fog:', ':fog:', ':fog:']",Reduplication,Negative_Random
dashing vision,❓️❓️❓️❓️,"[':red_question_mark:', '', ':red_question_mark:', '', ':red_question_mark:', '', ':red_question_mark:', '']",Reduplication,Negative_Random
deserted rating,📍📍,"[':round_pushpin:', ':round_pushpin:']",Reduplication,Negative_Random
hot bowler,🐍🐍,"[':snake:', ':snake:']",Reduplication,Negative_Random
worthless run,🥣🥣,"[':bowl_with_spoon:', ':bowl_with_spoon:']",Reduplication,Negative_Random
clean pheasant,🗼🗼,"[':tokyo_tower:', ':tokyo_tower:']",Reduplication,Negative_Random
internal panda,🔗🔗,"[':link:', ':link:']",Reduplication,Negative_Random
onerous fire,🏰🏰,"[':castle:', ':castle:']",Reduplication,Negative_Random
damaged oak,🗣️🗣️,"[':speaking_head:', ':speaking_head:']",Reduplication,Negative_Random
historical handgun,⚙️⚙️⚙️,"[':gear:', ':gear:', ':gear:']",Reduplication,Negative_Random
unequaled people,💧💧,"[':droplet:', ':droplet:']",Reduplication,Negative_Random
bizarre context,🔁🔁,"[':repeat_single_button:', ':repeat_single_button:']",Reduplication,Negative_Random
yummy interpretation,🔔🔔,"[':bell:', ':bell:']",Reduplication,Negative_Random
tangy track,🧑‍🤝‍🧑🧑‍🤝‍🧑🧑‍🤝‍🧑,"[':people_holding_hands:', ':people_holding_hands:', ':people_holding_hands:']",Reduplication,Negative_Random
pleasant excursion,❓❓,"[':question_mark:', ':question_mark:']",Reduplication,Negative_Random
melodic rowboat,🚧🚧,"[':construction:', ':construction:']",Reduplication,Negative_Random
curly taro,👀👀,"[':eyes:', ':eyes:']",Reduplication,Negative_Random
annoyed riverbed,💫💫,"[':dizzy:', ':dizzy:']",Reduplication,Negative_Random
measly closing,☀️☀️,"[':sun:', ':sun:']",Reduplication,Negative_Random
icky property,🔥🔥,"[':fire:', ':fire:']",Reduplication,Negative_Random
naughty pain,🍶🍶,"[':sake:', ':sake:']",Reduplication,Negative_Random
deafening anybody,💺💺,"[':seat:', ':seat:']",Reduplication,Negative_Random
overt omission,📈📈,"[':chart_increasing:', ':chart_increasing:']",Reduplication,Negative_Random
flashy filter,🏰🏰,"[':castle:', ':castle:']",Reduplication,Negative_Random
daily nightmare,🏦🏦,"[':bank:', ':bank:']",Reduplication,Negative_Random
thoughtful gondola,🌤️🌤️,"[':sun_behind_small_cloud:', ':sun_behind_small_cloud:']",Reduplication,Negative_Random
rich relaxation,🥵🥵,"[':hot_face:', ':hot_face:']",Reduplication,Negative_Random
tan mailbox,📸📸,"[':camera_with_flash:', ':camera_with_flash:']",Reduplication,Negative_Random
jumpy fiesta,📿📿,"[':prayer_beads:', ':prayer_beads:']",Reduplication,Negative_Random
towering foot,🗺️🗺️,"[':world_map:', ':world_map:']",Reduplication,Negative_Random
vague icon,🏝️🏝️,"[':desert_island:', ':desert_island:']",Reduplication,Negative_Random
thoughtless excitement,🏆🏆,"[':trophy:', ':trophy:']",Reduplication,Negative_Random
labored ashtray,🍕🍕,"[':pizza:', ':pizza:']",Reduplication,Negative_Random
open relaxation,😲😲,"[':astonished_face:', ':astonished_face:']",Reduplication,Negative_Random
jolly collectivisation,🧺🧺,"[':basket:', ':basket:']",Reduplication,Negative_Random
long comptroller,🥚🥚,"[':egg:', ':egg:']",Reduplication,Negative_Random
dazzling marriage,⚡⚡,"[':high_voltage:', ':high_voltage:']",Reduplication,Negative_Random
absorbed physics,⬅️⬅️,"[':left_arrow:', ':left_arrow:']",Reduplication,Negative_Random
kind heroine,💺💺,"[':seat:', ':seat:']",Reduplication,Negative_Random
squeamish principle,⛲⛲,"[':fountain:', ':fountain:']",Reduplication,Negative_Random
snobbish deer,🌀🌀,"[':cyclone:', ':cyclone:']",Reduplication,Negative_Random
adhesive whirlwind,🌫️🌫️,"[':fog:', ':fog:']",Reduplication,Negative_Random
spurious thrush,🔭🔭,"[':telescope:', ':telescope:']",Reduplication,Negative_Random
voiceless port,😭😭,"[':loudly_crying_face:', ':loudly_crying_face:']",Reduplication,Negative_Random
breezy endpoint,🔐🔐,"[':closed_lock_with_key:', ':closed_lock_with_key:']",Reduplication,Negative_Random
fast actor,🍽️🍽️,"[':fork_and_knife_with_plate:', ':fork_and_knife_with_plate:']",Reduplication,Negative_Random
nauseating skunk,🏃🏃,"[':person_running:', ':person_running:']",Reduplication,Negative_Random
miniature civilisation,😴😴😴,"[':sleeping_face:', ':sleeping_face:', ':sleeping_face:']",Reduplication,Negative_Random
short grenade,👣👣,"[':footprints:', ':footprints:']",Reduplication,Negative_Random
graceful ability,🤬🤬,"[':face_with_symbols_on_mouth:', ':face_with_symbols_on_mouth:']",Reduplication,Negative_Random
neighborly stamen,♨️♨️,"[':hot_springs:', ':hot_springs:']",Reduplication,Negative_Random
deep work,🏋️🏋️,"[':person_lifting_weights:', ':person_lifting_weights:']",Reduplication,Negative_Random
majestic reason,😮‍💨😮‍💨,"[':face_exhaling:', ':face_exhaling:']",Reduplication,Negative_Random
clean snail,🟩🟩,"[':green_square:', ':green_square:']",Reduplication,Negative_Random
victorious lead,🔔🔔,"[':bell:', ':bell:']",Reduplication,Negative_Random
powerful traffic,🚨🚨,"[':police_car_light:', ':police_car_light:']",Reduplication,Negative_Random
flippant productivity,🔋🔋,"[':battery:', ':battery:']",Reduplication,Negative_Random
foolish fear,➕➕,"[':heavy_plus_sign:', ':heavy_plus_sign:']",Reduplication,Negative_Random
painful harald,⚪⚫,"[':white_circle:', ':black_circle:']",Reduplication,Negative_Random
squalid paste,⛰️🌐,"[':mountain:', ':globe_with_meridians:']",Semantic list,Negative_Random
tight body,🏠🐄🐐🦮🐔🏠,"[':house:', ':cow:', ':goat:', ':guide_dog:', ':chicken:', ':house:']",Semantic list,Negative_Random
kaput belt,👧🏷️,"[':girl:', ':label:']",Semantic list,Negative_Random
moldy taxpayer,🌌🌠,"[':milky_way:', ':shooting_star:']",Semantic list,Negative_Random
troubled step-mother,👱🪞,"[':person_blond_hair:', ':mirror:']",Semantic list,Negative_Random
incompetent marshland,🐰🥬,"[':rabbit_face:', ':leafy_green:']",Semantic list,Negative_Random
impossible shelter,😆💥,"[':grinning_squinting_face:', ':collision:']",Semantic list,Negative_Random
damaging mama,🌫😶‍🌫️,"[':fog:', ':face_in_clouds:']",Semantic list,Negative_Random
calm shoe-horn,🧗‍♂️🪨,"[':man_climbing:', ':rock:']",Semantic list,Negative_Random
soggy comma,🌟🌤🌇🌅,"[':glowing_star:', ':sun_behind_small_cloud:', ':sunset:', ':sunrise:']",Semantic list,Negative_Random
damaged device,📣✊,"[':megaphone:', ':raised_fist:']",Semantic list,Negative_Random
lowly sunday,🧺🌬️,"[':basket:', ':wind_face:']",Semantic list,Negative_Random
doubtful zebrafish,🧱🔨,"[':brick:', ':hammer:']",Semantic list,Negative_Random
gorgeous kumquat,🌑🚪,"[':new_moon:', ':door:']",Semantic list,Negative_Random
finicky geyser,🎤🔊,"[':microphone:', ':loud_sound:']",Semantic list,Negative_Random
bewildered reading,😄🤣,"[':grinning_face_with_smiling_eyes:', ':rolling_on_the_floor_laughing:']",Semantic list,Negative_Random
adventurous rum,📚🔎,"[':books:', ':magnifying_glass_tilted_right:']",Semantic list,Negative_Random
rebellious demand,🎑🏔️🌄,"[':moon_viewing_ceremony:', ':snow-capped_mountain:', ':sunrise_over_mountains:']",Semantic list,Negative_Random
overrated hippopotamus,🌄🏞️,"[':sunrise_over_mountains:', ':national_park:']",Semantic list,Negative_Random
puffy shearling,🏋️‍♂️⚡,"[':man_lifting_weights:', ':high_voltage:']",Semantic list,Negative_Random
alike slavery,🚗🧼,"[':automobile:', ':soap:']",Semantic list,Negative_Random
greedy clothes,🛣️➡️,"[':motorway:', ':right_arrow:']",Semantic list,Negative_Random
elfin reciprocity,🔩🔧,"[':nut_and_bolt:', ':wrench:']",Semantic list,Negative_Random
satisfying remains,🧹🧼🧴😷,"[':broom:', ':soap:', ':lotion_bottle:', ':face_with_medical_mask:']",Semantic list,Negative_Random
chilly effect,🤔🧐,"[':thinking_face:', ':face_with_monocle:']",Semantic list,Negative_Random
uptight fig,🇨🇿🇬🇪🇬🇭,"[':Czechia:', ':Georgia:', ':Ghana:']",Semantic list,Negative_Random
sweet fit,🧊🚚,"[':ice_cube:', ':delivery_truck:']",Semantic list,Negative_Random
zealous fedelini,🤝💪,"[':handshake:', ':flexed_biceps:']",Semantic list,Negative_Random
sad fetus,🐶🐱🐰,"[':dog_face:', ':cat_face:', ':rabbit_face:']",Semantic list,Negative_Random
broken gravy,🎉🙌💯👨‍👩‍👧‍👦,"[':party_popper:', ':raising_hands:', ':hundred_points:', ':family_man_woman_girl_boy:']",Semantic list,Negative_Random
nebulous eternity,🗺️🧮,"[':world_map:', ':abacus:']",Semantic list,Negative_Random
elegant attack,🏠🐶🐱,"[':house:', ':dog_face:', ':cat_face:']",Semantic list,Negative_Random
accessible misogyny,😰⚡,"[':anxious_face_with_sweat:', ':high_voltage:']",Semantic list,Negative_Random
relieved great-grandmother,🌇🌁🌆🏙🌃🗽,"[':sunset:', ':foggy:', ':cityscape_at_dusk:', ':cityscape:', ':night_with_stars:', ':Statue_of_Liberty:']",Semantic list,Negative_Random
ambitious bank,🛳️⤴️,"[':passenger_ship:', ':arrow_up_small:']",Semantic list,Negative_Random
boring screening,🧍🧍‍♀️🧍‍♂️,"[':person_standing:', ':woman_standing:', ':man_standing:']",Semantic list,Negative_Random
goofy pocket,🗄️⬇️,"[':file_cabinet:', ':down_arrow:']",Semantic list,Negative_Random
wandering vacuum,😈😆,"[':smiling_face_with_horns:', ':grinning_squinting_face:']",Semantic list,Negative_Random
